ICDO3.2,ICDO3.2_c,idd,beh,type,Level,Term_used,Term_raw
8140/3,8140,286,/3,cancer,Related,"Carcinoma of Skene, Cowper and Littre Glands","Carcinoma of Skene, Cowper and Littre Glands"
8140/3,8140,287,/3,cancer,Related,Endolymphatic sac tumor,Endolymphatic sac tumor
8140/3,8140,288,/3,cancer,Related,Parathyroid carcinoma,Parathyroid carcinoma
8140/3,8140,289,/3,cancer,Related,Acinar adenocarcinoma of prostate,Acinar adenocarcinoma of prostate
8140/6,8140,290,/6,,Preferred,"Adenocarcinoma, metastatic","Adenocarcinoma, metastatic"
8141/3,8141,291,/3,cancer,Preferred,Scirrhous adenocarcinoma,Scirrhous adenocarcinoma
8141/3,8141,292,/3,cancer,Synonym,Carcinoma with productive fibrosis,Carcinoma with productive fibrosis
8141/3,8141,293,/3,cancer,Synonym,Scirrhous carcinoma,Scirrhous carcinoma
8142/3,8142,294,/3,cancer,Preferred,Linitis plastica,Linitis plastica
8143/3,8143,295,/3,cancer,Preferred,Superficial spreading adenocarcinoma,Superficial spreading adenocarcinoma
8144/0,8144,296,/0,,Preferred,"Adenoma, intestinal type","Adenoma, intestinal type"
8144/3,8144,297,/3,cancer,Preferred,"Adenocarcinoma, intestinal type","Adenocarcinoma, intestinal type"
8144/3,8144,298,/3,cancer,Synonym,"Adenocarcinoma, enteric","Adenocarcinoma, enteric"
8144/3,8144,299,/3,cancer,Synonym,"Carcinoma, intestinal type","Carcinoma, intestinal type"
8144/3,8144,300,/3,cancer,Synonym,"Mucinous carcinoma, intestinal type","Mucinous carcinoma, intestinal type"
8145/3,8145,301,/3,cancer,Preferred,"Carcinoma, diffuse type","Carcinoma, diffuse type"
8145/3,8145,302,/3,cancer,Synonym,"Adenocarcinoma, diffuse type","Adenocarcinoma, diffuse type"
8146/0,8146,303,/0,,Preferred,Monomorphic adenoma,Monomorphic adenoma
8147/0,8147,304,/0,,Preferred,Basal cell adenoma,Basal cell adenoma
8147/3,8147,305,/3,cancer,Preferred,Basal cell adenocarcinoma,Basal cell adenocarcinoma
8147/3,8147,306,/3,cancer,Related,Basal cell carcinoma of the prostate,Basal cell carcinoma of the prostate
8148/0,8148,307,/0,,Preferred,"Glandular intraepithelial neoplasia, low grade","Glandular intraepithelial neoplasia, low grade"
8148/0,8148,308,/0,,Synonym,"Glandular intraepithelial neoplasia, grade I","Glandular intraepithelial neoplasia, grade I"
8148/0,8148,309,/0,,Synonym,"Glandular intraepithelial neoplasia, grade II","Glandular intraepithelial neoplasia, grade II"
8148/0,8148,310,/0,,Related,"Biliary intraepithelial neoplasia, low grade","Biliary intraepithelial neoplasia, low grade"
8148/0,8148,311,/0,,Related,"Esophageal glandular dysplasia (intraepithelial neoplasia), low grade","Esophageal glandular dysplasia (intraepithelial neoplasia), low grade"
8148/2,8148,312,/2,,Preferred,"Glandular intraepithelial neoplasia, high grade","Glandular intraepithelial neoplasia, high grade"
8148/2,8148,313,/2,,Synonym,"Glandular intraepithelial neoplasia, grade III","Glandular intraepithelial neoplasia, grade III"
8148/2,8148,314,/2,,Synonym,"Flat intraepithelial neoplasia, high grade","Flat intraepithelial neoplasia, high grade"
8148/2,8148,315,/2,,Related,"Biliary intraepithelial neoplasia, high grade","Biliary intraepithelial neoplasia, high grade"
8148/2,8148,316,/2,,Synonym,"Biliary intraepithelial neoplasia, grade 3 (BilIN-3)","Biliary intraepithelial neoplasia, grade 3 (BilIN-3)"
8148/2,8148,317,/2,,Related,"Esophageal glandular dysplasia (intraepithelial neoplasia), high grade","Esophageal glandular dysplasia (intraepithelial neoplasia), high grade"
8148/2,8148,318,/2,,Synonym,"Esophageal intraepithelial neoplasia, high grade","Esophageal intraepithelial neoplasia, high grade"
8148/2,8148,319,/2,,Related,"Prostatic intraepithelial neoplasia, grade III","Prostatic intraepithelial neoplasia, grade III"
8148/2,8148,320,/2,,Synonym,PIN III,PIN III
8148/2,8148,321,/2,,Synonym,"Prostatic intraepithelial neoplasia, high grade","Prostatic intraepithelial neoplasia, high grade"
8149/0,8149,322,/0,,Preferred,Canalicular adenoma,Canalicular adenoma
8150/0,8150,323,/0,,Preferred,Pancreatic neuroendocrine microadenoma,Pancreatic neuroendocrine microadenoma
8150/0,8150,324,/0,,Synonym,"Pancreatic endocrine tumor, benign","Pancreatic endocrine tumor, benign"
8150/0,8150,325,/0,,Synonym,"Islet cell tumor, benign","Islet cell tumor, benign"
8150/0,8150,326,/0,,Related,Pancreatic microadenoma,Pancreatic microadenoma
8150/3,8150,327,/3,cancer,Preferred,"Pancreatic neuroendocrine tumor, nonfunctioning","Pancreatic neuroendocrine tumor, nonfunctioning"
8150/3,8150,328,/3,cancer,Synonym,"Pancreatic endocrine tumor, nonfunctioning","Pancreatic endocrine tumor, nonfunctioning"
8150/3,8150,329,/3,cancer,Synonym,"Pancreatic endocrine tumor","Pancreatic endocrine tumor"
8150/3,8150,330,/3,cancer,Related,Islet cell adenoma,Islet cell adenoma
8150/3,8150,331,/3,cancer,Related,Islet cell adenomatosis,Islet cell adenomatosis
8150/3,8150,332,/3,cancer,Related,Nesidioblastoma,Nesidioblastoma
8150/3,8150,333,/3,cancer,Related,"Islet cell tumor","Islet cell tumor"
8150/3,8150,334,/3,cancer,Related,Islet cell adenocarcinoma,Islet cell adenocarcinoma
8150/3,8150,335,/3,cancer,Related,Islet cell carcinoma,Islet cell carcinoma
8151/3,8151,336,/3,cancer,Preferred,"Insulinoma","Insulinoma"
8151/3,8151,337,/3,cancer,Synonym,Beta cell adenoma,Beta cell adenoma
8151/3,8151,338,/3,cancer,Synonym,"Beta cell tumor, malignant","Beta cell tumor, malignant"
8152/3,8152,339,/3,cancer,Preferred,"Glucagonoma","Glucagonoma"
8152/3,8152,340,/3,cancer,Synonym,"Alpha cell tumor","Alpha cell tumor"
8152/3,8152,341,/3,cancer,Related,"Enteroglucagonoma","Enteroglucagonoma"
8152/3,8152,342,/3,cancer,Related,Glucagon-like peptide-producing tumor,Glucagon-like peptide-producing tumor
8152/3,8152,343,/3,cancer,Related,L-cell tumor,L-cell tumor
8152/3,8152,344,/3,cancer,Related,Pancreatic peptide and pancreatic peptide-like peptide within terminal tyrosine amide producing tumor,Pancreatic peptide and pancreatic peptide-like peptide within terminal tyrosine amide producing tumor
8152/3,8152,345,/3,cancer,Synonym,PP/PYY producing tumor,PP/PYY producing tumor
8153/3,8153,346,/3,cancer,Preferred,"Gastrinoma","Gastrinoma"
8153/3,8153,347,/3,cancer,Synonym,"G cell tumor","G cell tumor"
8153/3,8153,348,/3,cancer,Synonym,Gastrin cell tumor,Gastrin cell tumor
8154/3,8154,349,/3,cancer,Preferred,Mixed neuroendocrine non-neuroendocrine neoplasm (MiNEN),Mixed neuroendocrine non-neuroendocrine neoplasm (MiNEN)
8154/3,8154,350,/3,cancer,Related,"Mixed pancreatic endocrine and exocrine tumor, malignant","Mixed pancreatic endocrine and exocrine tumor, malignant"
8154/3,8154,351,/3,cancer,Synonym,Mixed islet cell and exocrine adenocarcinoma,Mixed islet cell and exocrine adenocarcinoma
8154/3,8154,352,/3,cancer,Related,Mixed acinar-endocrine carcinoma,Mixed acinar-endocrine carcinoma
8154/3,8154,353,/3,cancer,Synonym,Mixed acinar-neuroendocrine carcinoma,Mixed acinar-neuroendocrine carcinoma
8154/3,8154,354,/3,cancer,Related,Mixed acinar-endocrine-ductal carcinoma,Mixed acinar-endocrine-ductal carcinoma
8154/3,8154,355,/3,cancer,Related,Mixed ductal-endocrine carcinoma,Mixed ductal-endocrine carcinoma
8154/3,8154,356,/3,cancer,Synonym,Mixed ductal-neuroendocrine carcinoma,Mixed ductal-neuroendocrine carcinoma
8154/3,8154,357,/3,cancer,Related,Mixed endocrine and exocrine adenocarcinoma,Mixed endocrine and exocrine adenocarcinoma
8155/3,8155,358,/3,cancer,Preferred,"Vipoma","Vipoma"
8156/3,8156,359,/3,cancer,Preferred,"Somatostatinoma","Somatostatinoma"
8156/3,8156,360,/3,cancer,Synonym,"Somatostatin cell tumor","Somatostatin cell tumor"
8158/3,8158,361,/3,cancer,Preferred,ACTH-producing tumor,ACTH-producing tumor
8158/3,8158,362,/3,cancer,Related,"Endocrine tumor, functioning","Endocrine tumor, functioning"
8160/0,8160,363,/0,,Preferred,Bile duct adenoma,Bile duct adenoma
8160/0,8160,364,/0,,Synonym,Cholangioma,Cholangioma
8160/3,8160,365,/3,cancer,Preferred,Cholangiocarcinoma,Cholangiocarcinoma
8160/3,8160,366,/3,cancer,Synonym,Bile duct adenocarcinoma,Bile duct adenocarcinoma
8160/3,8160,367,/3,cancer,Synonym,Bile duct carcinoma,Bile duct carcinoma
8161/0,8161,368,/0,,Preferred,Bile duct cystadenoma,Bile duct cystadenoma
8161/3,8161,369,/3,cancer,Preferred,Bile duct cystadenocarcinoma,Bile duct cystadenocarcinoma
8162/3,8162,370,/3,cancer,Preferred,Klatskin tumor,Klatskin tumor
8163/0,8163,371,/0,,Preferred,"Pancreatobiliary neoplasm, non-invasive","Pancreatobiliary neoplasm, non-invasive"
8163/0,8163,372,/0,,Synonym,Non-invasive pancreatobiliary papillary neoplasm with low grade dysplasia,Non-invasive pancreatobiliary papillary neoplasm with low grade dysplasia
8163/0,8163,373,/0,,Synonym,Non-invasive pancreatobiliary papillary neoplasm with low grade intraepithelial neoplasia,Non-invasive pancreatobiliary papillary neoplasm with low grade intraepithelial neoplasia
8163/2,8163,374,/2,,Preferred,"Papillary neoplasm, pancreatobiliary type, with high grade intraepithelial neoplasia","Papillary neoplasm, pancreatobiliary type, with high grade intraepithelial neoplasia"
8163/2,8163,375,/2,,Synonym,Non-invasive pancreatobiliary papillary neoplasm with high grade dysplasia,Non-invasive pancreatobiliary papillary neoplasm with high grade dysplasia
8163/2,8163,376,/2,,Synonym,Non-invasive pancreatobiliary papillary neoplasm with high grade intraepithelial neoplasia,Non-invasive pancreatobiliary papillary neoplasm with high grade intraepithelial neoplasia
8163/3,8163,377,/3,cancer,Preferred,Pancreatobiliary type carcinoma,Pancreatobiliary type carcinoma
8163/3,8163,378,/3,cancer,Synonym,"Adenocarcinoma, pancreatobiliary type","Adenocarcinoma, pancreatobiliary type"
8170/0,8170,379,/0,,Preferred,Liver cell adenoma,Liver cell adenoma
8170/0,8170,380,/0,,Synonym,Hepatocellular adenoma,Hepatocellular adenoma
8170/0,8170,381,/0,,Synonym,"Hepatoma, benign","Hepatoma, benign"
8170/3,8170,382,/3,cancer,Preferred,"Hepatocellular carcinoma","Hepatocellular carcinoma"
8170/3,8170,383,/3,cancer,Synonym,"Hepatoma","Hepatoma"
8170/3,8170,384,/3,cancer,Synonym,Hepatocarcinoma,Hepatocarcinoma
8170/3,8170,385,/3,cancer,Synonym,"Hepatoma, malignant","Hepatoma, malignant"
8170/3,8170,386,/3,cancer,Synonym,Liver cell carcinoma,Liver cell carcinoma
8171/3,8171,387,/3,cancer,Preferred,"Hepatocellular carcinoma, fibrolamellar","Hepatocellular carcinoma, fibrolamellar"
8172/3,8172,388,/3,cancer,Preferred,"Hepatocellular carcinoma, scirrhous","Hepatocellular carcinoma, scirrhous"
8172/3,8172,389,/3,cancer,Synonym,Sclerosing hepatic carcinoma,Sclerosing hepatic carcinoma
8173/3,8173,390,/3,cancer,Preferred,"Hepatocellular carcinoma, spindle cell variant","Hepatocellular carcinoma, spindle cell variant"
8173/3,8173,391,/3,cancer,Synonym,"Hepatocellular carcinoma, sarcomatoid","Hepatocellular carcinoma, sarcomatoid"
8174/3,8174,392,/3,cancer,Preferred,"Hepatocellular carcinoma, clear cell type","Hepatocellular carcinoma, clear cell type"
8175/3,8175,393,/3,cancer,Preferred,"Hepatocellular carcinoma, pleomorphic type","Hepatocellular carcinoma, pleomorphic type"
8180/3,8180,394,/3,cancer,Preferred,Combined hepatocellular carcinoma and cholangiocarcinoma,Combined hepatocellular carcinoma and cholangiocarcinoma
8180/3,8180,395,/3,cancer,Synonym,Hepatocholangiocarcinoma,Hepatocholangiocarcinoma
8180/3,8180,396,/3,cancer,Synonym,Mixed hepatocellular and bile duct carcinoma,Mixed hepatocellular and bile duct carcinoma
8190/0,8190,397,/0,,Preferred,Trabecular adenoma,Trabecular adenoma
8190/3,8190,398,/3,cancer,Preferred,Trabecular adenocarcinoma,Trabecular adenocarcinoma
8190/3,8190,399,/3,cancer,Synonym,Trabecular carcinoma,Trabecular carcinoma
8191/0,8191,400,/0,,Preferred,Embryonal adenoma,Embryonal adenoma
8200/0,8200,401,/0,,Preferred,Eccrine dermal cylindroma,Eccrine dermal cylindroma
8200/0,8200,402,/0,,Related,Cylindroma of skin,Cylindroma of skin
8200/0,8200,403,/0,,Related,Cylindroma of breast,Cylindroma of breast
8200/0,8200,404,/0,,Related,Turban tumor,Turban tumor
8200/3,8200,405,/3,cancer,Preferred,Adenoid cystic carcinoma,Adenoid cystic carcinoma
8200/3,8200,406,/3,cancer,Synonym,"Cylindroma","Cylindroma"
8200/3,8200,407,/3,cancer,Synonym,"Adenocarcinoma, cylindroid","Adenocarcinoma, cylindroid"
8200/3,8200,408,/3,cancer,Synonym,Adenocystic carcinoma,Adenocystic carcinoma
8200/3,8200,409,/3,cancer,Related,"Bronchial adenoma, cylindroid","Bronchial adenoma, cylindroid"
8200/3,8200,410,/3,cancer,Related,Thymic carcinoma with adenoid cystic carcinoma-like features,Thymic carcinoma with adenoid cystic carcinoma-like features
8201/2,8201,411,/2,,Preferred,Cribriform carcinoma in situ,Cribriform carcinoma in situ
8201/2,8201,412,/2,,Synonym,"Ductal carcinoma in situ, cribriform type","Ductal carcinoma in situ, cribriform type"
8201/3,8201,413,/3,cancer,Preferred,"Cribriform carcinoma","Cribriform carcinoma"
8201/3,8201,414,/3,cancer,Synonym,"Ductal carcinoma, cribriform type","Ductal carcinoma, cribriform type"
8201/3,8201,415,/3,cancer,Related,Cribriform comedo type carcinoma,Cribriform comedo type carcinoma
8201/3,8201,416,/3,cancer,Synonym,"Adenocarcinoma, cribriform comedo type","Adenocarcinoma, cribriform comedo type"
8202/0,8202,417,/0,,Preferred,Microcystic adenoma,Microcystic adenoma
8204/0,8204,418,/0,,Preferred,Lactating adenoma,Lactating adenoma
8210/0,8210,419,/0,,Preferred,"Adenomatous polyp","Adenomatous polyp"
8210/0,8210,420,/0,,Synonym,Polypoid adenoma,Polypoid adenoma
8210/2,8210,421,/2,,Preferred,Adenocarcinoma in situ in adenomatous polyp,Adenocarcinoma in situ in adenomatous polyp
8210/2,8210,422,/2,,Synonym,"Adenocarcinoma in situ in polyp","Adenocarcinoma in situ in polyp"
8210/2,8210,423,/2,,Synonym,"Carcinoma in situ in polyp","Carcinoma in situ in polyp"
8210/2,8210,424,/2,,Synonym,Adenocarcinoma in situ in polypoid adenoma,Adenocarcinoma in situ in polypoid adenoma
8210/2,8210,425,/2,,Synonym,Adenocarcinoma in situ in tubular adenoma,Adenocarcinoma in situ in tubular adenoma
8210/2,8210,426,/2,,Synonym,Carcinoma in situ in adenomatous polyp,Carcinoma in situ in adenomatous polyp
8210/3,8210,427,/3,cancer,Preferred,Adenocarcinoma in adenomatous polyp,Adenocarcinoma in adenomatous polyp
8210/3,8210,428,/3,cancer,Synonym,"Adenocarcinoma in polyp","Adenocarcinoma in polyp"
8210/3,8210,429,/3,cancer,Synonym,"Carcinoma in polyp","Carcinoma in polyp"
8210/3,8210,430,/3,cancer,Synonym,Adenocarcinoma in polypoid adenoma,Adenocarcinoma in polypoid adenoma
8210/3,8210,431,/3,cancer,Synonym,Adenocarcinoma in tubular adenoma,Adenocarcinoma in tubular adenoma
8210/3,8210,432,/3,cancer,Synonym,Carcinoma in adenomatous polyp,Carcinoma in adenomatous polyp
8211/0,8211,433,/0,,Preferred,"Tubular adenoma","Tubular adenoma"
8211/3,8211,434,/3,cancer,Preferred,Tubular adenocarcinoma,Tubular adenocarcinoma
8211/3,8211,435,/3,cancer,Synonym,Tubular carcinoma,Tubular carcinoma
8212/0,8212,436,/0,,Preferred,Flat adenoma,Flat adenoma
8213/0,8213,437,/0,,Preferred,"Serrated adenoma","Serrated adenoma"
8213/0,8213,438,/0,,Synonym,Traditional serrated adenoma,Traditional serrated adenoma
8213/0,8213,439,/0,,Related,Mixed adenomatous and hyperplastic polyp,Mixed adenomatous and hyperplastic polyp
8213/0,8213,440,/0,,Related,"Sessile serrated adenoma","Sessile serrated adenoma"
8213/0,8213,441,/0,,Related,Sessile serrated polyp,Sessile serrated polyp
8213/0,8213,442,/0,,Related,Traditional sessile serrated adenoma,Traditional sessile serrated adenoma
8213/3,8213,443,/3,cancer,Preferred,Serrated adenocarcinoma,Serrated adenocarcinoma
8214/3,8214,444,/3,cancer,Preferred,Parietal cell carcinoma,Parietal cell carcinoma
8214/3,8214,445,/3,cancer,Synonym,Parietal cell adenocarcinoma,Parietal cell adenocarcinoma
8215/3,8215,446,/3,cancer,Preferred,Adenocarcinoma of anal glands,Adenocarcinoma of anal glands
8215/3,8215,447,/3,cancer,Synonym,Adenocarcinoma of anal ducts,Adenocarcinoma of anal ducts
8220/0,8220,448,/0,,Preferred,Adenomatous polyposis coli,Adenomatous polyposis coli
8220/0,8220,449,/0,,Synonym,"Adenomatosis","Adenomatosis"
8220/0,8220,450,/0,,Synonym,Familial polyposis coli,Familial polyposis coli
8220/3,8220,451,/3,cancer,Preferred,Adenocarcinoma in adenomatous polyposis coli,Adenocarcinoma in adenomatous polyposis coli
8221/0,8221,452,/0,,Preferred,Multiple adenomatous polyps,Multiple adenomatous polyps
8221/3,8221,453,/3,cancer,Preferred,Adenocarcinoma in multiple adenomatous polyps,Adenocarcinoma in multiple adenomatous polyps
8230/2,8230,454,/2,,Preferred,"Ductal carcinoma in situ, solid type","Ductal carcinoma in situ, solid type"
8230/2,8230,455,/2,,Synonym,"Intraductal carcinoma, solid type","Intraductal carcinoma, solid type"
8230/3,8230,456,/3,cancer,Preferred,"Solid carcinoma","Solid carcinoma"
8230/3,8230,457,/3,cancer,Synonym,"Solid adenocarcinoma","Solid adenocarcinoma"
8230/3,8230,458,/3,cancer,Related,Solid carcinoma with mucin formation,Solid carcinoma with mucin formation
8230/3,8230,459,/3,cancer,Synonym,Solid adenocarcinoma with mucin formation,Solid adenocarcinoma with mucin formation
8231/3,8231,460,/3,cancer,Preferred,Carcinoma simplex,Carcinoma simplex
8240/3,8240,461,/3,cancer,Preferred,"Neuroendocrine tumor","Neuroendocrine tumor"
8240/3,8240,462,/3,cancer,Synonym,"Carcinoid tumor","Carcinoid tumor"
8240/3,8240,463,/3,cancer,Synonym,"Carcinoid","Carcinoid"
8240/3,8240,464,/3,cancer,Related,"Bronchial adenoma, carcinoid","Bronchial adenoma, carcinoid"
8240/3,8240,465,/3,cancer,Synonym,"Neuroendocrine carcinoma, low grade","Neuroendocrine carcinoma, low grade"
8240/3,8240,466,/3,cancer,Synonym,"Neuroendocrine carcinoma, well differentiated","Neuroendocrine carcinoma, well differentiated"
8240/3,8240,467,/3,cancer,Related,"Neuroendocrine tumor, grade 1","Neuroendocrine tumor, grade 1"
8240/3,8240,468,/3,cancer,Synonym,Typical carcinoid,Typical carcinoid
8241/3,8241,469,/3,cancer,Preferred,Enterochromaffin cell carcinoid,Enterochromaffin cell carcinoid
8241/3,8241,470,/3,cancer,Synonym,"Argentaffinoma, malignant","Argentaffinoma, malignant"
8241/3,8241,471,/3,cancer,Synonym,"Carcinoid tumor, argentaffin, malignant","Carcinoid tumor, argentaffin, malignant"
8241/3,8241,472,/3,cancer,Synonym,EC cell carcinoid,EC cell carcinoid
8241/3,8241,473,/3,cancer,Synonym,Serotonin producing carcinoid,Serotonin producing carcinoid
8241/3,8241,474,/3,cancer,Synonym,Serotonin producing tumor,Serotonin producing tumor
8242/3,8242,475,/3,cancer,Preferred,"Enterochromaffin-like cell tumor, malignant","Enterochromaffin-like cell tumor, malignant"
8242/3,8242,476,/3,cancer,Synonym,"ECL cell carcinoid, malignant","ECL cell carcinoid, malignant"
8243/3,8243,477,/3,cancer,Preferred,Goblet cell carcinoid,Goblet cell carcinoid
8243/3,8243,478,/3,cancer,Synonym,Mucinous carcinoid,Mucinous carcinoid
8243/3,8243,479,/3,cancer,Synonym,Mucocarcinoid tumor,Mucocarcinoid tumor
8244/3,8244,480,/3,cancer,Preferred,Mixed adenoneuroendocrine carcinoma,Mixed adenoneuroendocrine carcinoma
8244/3,8244,481,/3,cancer,Synonym,Combined carcinoid and adenocarcinoma,Combined carcinoid and adenocarcinoma
